cpg,PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80
cg14797147,0.5572714,0.8732395,0.9253492,0.9027891,0.9257483,0.6666212,0.06105158,0.954134,0.6402191,0.6674568,0.9027662,0.9072253,0.04621491,0.6717892,0.9111738,0.9059294,0.5766905,0.6265917,0.9135763,0.6745682,0.9416935,0.6379114,0.6895361,0.5813242,0.0702934,0.8946663,0.6185386,0.04993758,0.658916,0.9250035,0.9015385,0.6207033,0.6509759,0.6370463,0.8591248,0.6570549,0.7171601,0.06120783,0.7215692,0.04503507,0.9108434,0.9171882,0.8981786,0.8945714,0.6906001,0.9308543,0.0556804,0.581901,0.6613924,0.695673,0.6812353,0.04721655,0.6635662,0.9319027,0.9369687,0.04911532,0.6457976,0.9146687,0.9081545,0.9273517,0.927514,0.6884325,0.6844988,0.7094477,0.8853531,0.9006656,0.6529146,0.06079108,0.6757399,0.07016084,0.6471685,0.6321839,0.5904065,0.6281211,0.6467424,0.9127866,0.05019506,0.9338599,0.5770963
cg14829303,0.3062015,0.886753,0.8849093,0.9024702,0.2017544,0.8594496,0.2238806,0.3096774,0.8786334,0.9222549,0.8746239,0.8851468,0.3164179,0.9077959,0.1098901,0.1877395,0.8827917,0.2,0.2142857,0.8853029,0.8760255,0.9118812,0.8887636,0.8648889,0.8822138,0.07555556,0.9065266,0.2603306,0.1849057,0.9282988,0.1706349,0.9453756,0.8885794,0.8832881,0.9033755,0.9184415,0.8996297,0.8828125,0.9338439,0.8659066,0.8513732,0.3676012,0.9259259,0.9097044,0.9160925,0.1256544,0.934715,0.9142857,0.1617162,0.9216989,0.8845114,0.8723502,0.8731538,0.1830508,0.8945628,0.2113821,0.8944468,0.9072068,0.9217271,0.889478,0.9028144,0.9199895,0.9440722,0.8793173,0.8570356,0.2553763,0.9050834,0.1888545,0.1511194,0.8605787,0.2,0.2459677,0.8984375,0.9354573,0.8660194,0.9205494,0.9160197,0.8923934,0.929323
cg14834143,0.6574321,0.7359125,0.1654275,0.1553809,0.7414966,0.7312939,0.7714613,0.7772409,0.1200951,0.7234042,0.07845433,0.7216814,0.7407548,0.7257355,0.7350258,0.6679419,0.7252187,0.7195642,0.7212149,0.7558812,0.7397519,0.7136205,0.7589156,0.7086517,0.7060773,0.7717514,0.7253087,0.7580717,0.1553571,0.1285246,0.1579493,0.1251729,0.1427591,0.7471634,0.6914324,0.1666667,0.169844,0.7575994,0.7757146,0.6943797,0.7026767,0.709709,0.7040032,0.7076359,0.1495778,0.7558073,0.1826456,0.6834571,0.7193982,0.7183188,0.1990085,0.7420608,0.1221757,0.75156,0.7644367,0.1344195,0.755527,0.7331896,0.1611436,0.7533919,0.09493162,0.7483951,0.772431,0.7422481,0.734025,0.6813596,0.750553,0.1689038,0.2073684,0.1567964,0.7721439,0.7147397,0.7226946,0.7228842,0.7012439,0.7872033,0.7339048,0.155309,0.09419838
cg14854487,0.6304843,0.5860118,0.1195359,0.1175421,0.6589012,0.5884806,0.6871648,0.7063007,0.08358466,0.5656259,0.1003279,0.6043353,0.6586086,0.6328937,0.6354768,0.5830072,0.6483088,0.546967,0.651285,0.620597,0.6069242,0.7375594,0.6358263,0.6379022,0.5885274,0.6533827,0.6339869,0.6542308,0.09368046,0.1004599,0.09713946,0.104286,0.1299041,0.6379974,0.7115091,0.114127,0.1195007,0.6312967,0.7418731,0.6636471,0.6355498,0.6723056,0.6256989,0.6437129,0.08229191,0.6963406,0.1064805,0.6566805,0.602584,0.6494237,0.1141384,0.7326947,0.09932397,0.6754342,0.6595669,0.07971188,0.6514326,0.6815002,0.09648012,0.7024761,0.08768473,0.6170617,0.6345309,0.6573473,0.6425097,0.6190387,0.65471,0.1171632,0.09902912,0.1180747,0.5904746,0.5892492,0.6355609,0.6950237,0.6685348,0.6369222,0.5858978,0.1033671,0.0999075
cg14859618,0.5365067,0.5302806,0.8013254,0.5439401,0.610522,0.7927649,0.6276901,0.08061002,0.8240768,0.5348717,0.7858215,0.7693084,0.545811,0.06055209,0.5692207,0.7836522,0.4747453,0.5800473,0.5421614,0.05927152,0.555141,0.5658084,0.05414274,0.5304715,0.5761029,0.7294139,0.096204,0.8018175,0.5261914,0.590061,0.04409603,0.5345263,0.778777,0.5589676,0.07038713,0.05721242,0.6538524,0.6033971,0.07365998,0.5427554,0.523705,0.5995771,0.5644885,0.5375119,0.5787793,0.5017564,0.0580117,0.7372881,0.5927386,0.04119364,0.876263,0.04709522,0.6015487,0.08178844,0.06985294,0.5838848,0.02105615,0.05912674,0.5194156,0.5920878,0.5949392,0.8212479,0.8086997,0.5980861,0.6067324,0.5358614,0.8099108,0.7795599,0.7925498,0.5511854,0.8133203,0.5571429,0.4653224,0.4708419,0.7966948,0.5465228,0.5766044,0.7986637,0.07604872
cg14863642,0.6066706,0.9096827,0.6865859,0.9459285,0.7096774,0.9431284,0.9325711,0.9630027,0.9393472,0.6417556,0.9298058,0.6777748,0.92347,0.6743269,0.9405804,0.9231643,0.6574267,0.933819,0.9436966,0.08092618,0.9449221,0.9490606,0.7224434,0.6737976,0.6457883,0.9238838,0.07649912,0.9386295,0.9214071,0.9400727,0.9421716,0.927555,0.9342864,0.9421619,0.9117981,0.9358011,0.1060118,0.7469104,0.7165242,0.6605179,0.6703807,0.6587434,0.07540119,0.9234669,0.933286,0.708201,0.9174044,0.6594577,0.9169747,0.9446208,0.9527765,0.9367706,0.9448633,0.7316127,0.9484978,0.06837607,0.7287126,0.9505054,0.6777276,0.7186292,0.9369529,0.1054003,0.09359371,0.7119775,0.9198478,0.931399,0.6908159,0.7064503,0.1095222,0.6864742,0.7100236,0.6256831,0.642907,0.9137555,0.9407353,0.6827803,0.6757484,0.9411695,0.652552
cg14871604,0.5856724,0.6413314,0.09048938,0.06987824,0.7131671,0.6476238,0.7104066,0.7531169,0.1191653,0.634981,0.056,0.7015465,0.6627032,0.7085958,0.6090953,0.6063492,0.6709822,0.6491192,0.6766143,0.6313092,0.7292683,0.7114482,0.6668876,0.6720375,0.6062911,0.7034221,0.7461497,0.7166224,0.03683898,0.08484456,0.06407323,0.06199893,0.08328514,0.6473694,0.6350975,0.1106719,0.09506398,0.6922445,0.7514181,0.6336558,0.6900932,0.6326972,0.6776139,0.6131372,0.07882291,0.7044036,0.05152354,0.6997117,0.6830367,0.6594243,0.02717826,0.6707715,0.00402955,0.6452421,0.6917489,0.07867607,0.6955977,0.7210552,0.07620709,0.732581,0.09757613,0.7106058,0.6860597,0.6471156,0.6187387,0.6458593,0.6168036,0.01504149,0.07731482,0.03611111,0.7092174,0.6408579,0.670389,0.7065362,0.6772096,0.6724963,0.6440326,0.1099509,0.04118268
cg14872707,0.8841133,0.9203768,0.8783864,0.9096926,0.9064593,0.9170823,0.223565,0.9404136,0.8997537,0.8433884,0.9056491,0.1047297,0.9097869,0.9124496,0.9025778,0.904074,0.8876086,0.8960896,0.9151983,0.891894,0.1586476,0.9063666,0.8639731,0.875721,0.3923767,0.1972556,0.8736612,0.8765215,0.8945245,0.9153242,0.899658,0.8532243,0.2230769,0.9082021,0.8944654,0.9099143,0.8510352,0.8949147,0.8849615,0.9162266,0.07662835,0.9239458,0.8754824,0.1005831,0.9037704,0.9094574,0.8874483,0.8908735,0.8919727,0.9108791,0.9197837,0.909543,0.9047437,0.9267992,0.9220384,0.9095436,0.9078894,0.9012781,0.9232687,0.1851852,0.8993596,0.9313534,0.9198034,0.9069021,0.884919,0.8784706,0.06081081,0.8692662,0.9066461,0.8995885,0.9077621,0.8308891,0.8695917,0.8996743,0.7886335,0.9067282,0.9349772,0.9199052,0.8935499
cg14877834,0.8770211,0.712714,0.9145693,0.8996836,0.8853695,0.707911,0.9197962,0.9346781,0.6697184,0.7095674,0.05882353,0.6749092,0.6923077,0.08095238,0.8589845,0.6737805,0.8865322,0.6982592,0.9224718,0.8992202,0.6888528,0.9074464,0.9066585,0.68014,0.9193858,0.8897229,0.89089,0.0659271,0.9067576,0.923867,0.02606061,0.6803077,0.8843528,0.9070504,0.07292475,0.07953556,0.9198819,0.9128159,0.9541151,0.7007784,0.8836241,0.6667231,0.8790622,0.6860939,0.7064705,0.6623295,0.8989229,0.6874157,0.9447323,0.8996873,0.6905896,0.6916738,0.7299035,0.1052439,0.7228081,0.1063102,0.07094595,0.701474,0.6899371,0.9043708,0.9304526,0.8906918,0.9133858,0.6939016,0.8874748,0.9313892,0.07564841,0.6341707,0.9151727,0.7007744,0.9176655,0.6962585,0.8632514,0.08380858,0.7018955,0.7297122,0.6474711,0.1023795,0.7199841
cg14889167,0.6382979,0.6574948,0.913912,0.1259398,0.722871,0.7171841,0.9320545,0.6969609,0.650685,0.6955475,0.05629315,0.6377484,0.9172889,0.7239302,0.07397959,0.9427802,0.0669587,0.6497539,0.07600681,0.7134351,0.6917841,0.9210445,0.1399387,0.942758,0.7043913,0.8845812,0.9266685,0.9302188,0.6895201,0.0555256,0.9125539,0.6568354,0.0755192,0.9265265,0.6567878,0.9388438,0.9372494,0.9342006,0.7447081,0.6286672,0.9187112,0.6930792,0.6872647,0.9196529,0.9338164,0.09731051,0.9003535,0.6464502,0.9321675,0.9306648,0.7232857,0.7109375,0.6853173,0.07435508,0.7247224,0.9341497,0.7099121,0.7581952,0.701696,0.9402254,0.6970674,0.9321402,0.9352338,0.689961,0.6680263,0.07117117,0.9186782,0.1188883,0.09333333,0.7460787,0.9332672,0.6347032,0.06672761,0.6511484,0.932786,0.6915057,0.7111875,0.1046907,0.8973245
cg14926231,0.9186603,0.9161277,0.9318208,0.9069396,0.9273561,0.9382063,0.5135952,0.4673496,0.900848,0.3181818,0.9184843,0.2749245,0.2506266,0.2477876,0.4470803,0.9019301,0.3502415,0.30854,0.353319,0.9471666,0.9347826,0.9269663,0.936015,0.2738095,0.9242561,0.4698276,0.9289574,0.2839117,0.927542,0.9163518,0.9263258,0.9118597,0.3032258,0.9127197,0.9297521,0.4116379,0.9469388,0.5237258,0.9242316,0.2865854,0.3789474,0.3423423,0.9404002,0.9435463,0.9224982,0.9120058,0.4210526,0.2624309,0.4271457,0.9389343,0.9237432,0.3620072,0.3493671,0.9326207,0.941127,0.9381945,0.2521009,0.9279801,0.9491065,0.06358381,0.301676,0.2685589,0.4157509,0.9261916,0.9093885,0.4288165,0.9249783,0.9411765,0.9330891,0.9213327,0.4661355,0.8750879,0.410628,0.9048408,0.9137827,0.937654,0.9327416,0.933359,0.255102
cg14928378,0.9258189,0.6942961,0.6619247,0.095737,0.9302047,0.9309335,0.08452656,0.9355499,0.6878613,0.9247118,0.0766974,0.6869369,0.6346779,0.1342711,0.7150109,0.9189723,0.9140483,0.9470199,0.7016623,0.9278475,0.9283726,0.693377,0.6499683,0.5548204,0.6819518,0.9375948,0.9128667,0.9356142,0.9127852,0.0969779,0.7061321,0.9226142,0.9202324,0.9127002,0.9385069,0.9257867,0.9434968,0.7307804,0.7850344,0.5641026,0.6995655,0.6722859,0.9143698,0.6592905,0.1027337,0.9313706,0.9339436,0.08055854,0.9093606,0.9152788,0.6671628,0.9299158,0.9338338,0.7177474,0.9355109,0.6618372,0.6791546,0.9357439,0.7076385,0.7828447,0.710877,0.9194518,0.6692702,0.9243203,0.6427762,0.6833882,0.9433262,0.6806521,0.9297758,0.9381049,0.8974521,0.922343,0.8987147,0.6744491,0.9393939,0.1030389,0.9308377,0.1044568,0.9345979
cg14928964,0.6248895,0.682219,0.1452266,0.1255076,0.6833383,0.7059619,0.7420211,0.72456,0.08310502,0.6645715,0.09668367,0.6585461,0.6635239,0.6611854,0.6920755,0.6272364,0.6991264,0.6324255,0.722757,0.6625985,0.7252653,0.7016649,0.705639,0.6653379,0.6595723,0.704232,0.6926273,0.6556816,0.08702753,0.06638567,0.08691796,0.1003675,0.1181226,0.6559653,0.6811213,0.1067387,0.1053345,0.6954172,0.7289698,0.6797968,0.6939147,0.7327595,0.6725487,0.7086622,0.1005634,0.7186653,0.1196718,0.6274903,0.6692292,0.6709173,0.108131,0.6824821,0.1131343,0.725627,0.7014055,0.06294964,0.7118676,0.7252544,0.09770629,0.7219177,0.1104332,0.7339433,0.7310427,0.6917178,0.6718255,0.6704014,0.673756,0.1337292,0.1454751,0.1137738,0.7028673,0.6554837,0.6693071,0.6958344,0.621864,0.7098571,0.6914998,0.1013425,0.1288505
cg14959801,0.613142,0.64747,0.1438086,0.1205969,0.709881,0.5896936,0.6578252,0.7005944,0.1127958,0.6677149,0.08940446,0.6977109,0.6504118,0.6108435,0.6742784,0.577396,0.6898666,0.6073675,0.6577711,0.6837392,0.613736,0.6812795,0.6475203,0.6735842,0.6118416,0.6837352,0.6708485,0.6440976,0.08223178,0.1054698,0.09525838,0.08876601,0.1304282,0.6271348,0.6663652,0.1289631,0.1216609,0.6934971,0.6777573,0.6845695,0.6236123,0.5630245,0.683848,0.6666667,0.1242029,0.7077007,0.1049897,0.6809753,0.6267251,0.6014001,0.1161454,0.706661,0.1267824,0.6276106,0.7052687,0.0884698,0.6393133,0.6934455,0.112127,0.6598573,0.1070914,0.7072017,0.6909834,0.6289735,0.6360058,0.6339384,0.6499873,0.1427878,0.1124859,0.1440593,0.6539174,0.5641146,0.663814,0.6465469,0.6704907,0.6314217,0.6718984,0.1320755,0.1021964
cg14990368,0.605054,0.6000871,0.05482199,0.03322759,0.5927088,0.574682,0.5688181,0.620505,0.04947183,0.5715627,0.03863097,0.5823264,0.6225362,0.5717002,0.5769522,0.5512617,0.5823855,0.5801206,0.5760257,0.5752307,0.5703232,0.5756491,0.5686086,0.5722201,0.5768537,0.6009794,0.5854299,0.580161,0.03140371,0.03508443,0.03322987,0.06168043,0.04231417,0.5865017,0.6078632,0.07888281,0.0697378,0.5975844,0.623329,0.5987418,0.5681863,0.5641862,0.6205595,0.543713,0.05895039,0.5904286,0.04939942,0.5855405,0.5576405,0.5990651,0.0465583,0.5701944,0.0206306,0.583217,0.5877768,0.05724099,0.5970274,0.561622,0.02857143,0.5615377,0.05665219,0.563615,0.5310414,0.5539165,0.5618677,0.5739483,0.5424,0.05887007,0.03540373,0.05131601,0.6070343,0.5318534,0.5891994,0.6125852,0.6328669,0.5605441,0.6108803,0.03822549,0.05475701
cg15033116,0.9059989,0.6489334,0.1179798,0.6883817,0.6926942,0.7308862,0.1495833,0.9285931,0.9242935,0.7207569,0.6522577,0.08340081,0.08619001,0.09488085,0.6841577,0.6255994,0.101873,0.9303629,0.8978394,0.1405821,0.128033,0.1470281,0.8809377,0.05089675,0.6735768,0.9125364,0.6695438,0.09578948,0.9332592,0.6762351,0.07904642,0.07735655,0.8881758,0.1028956,0.9177995,0.1052874,0.1183191,0.7176656,0.07841552,0.6300872,0.6958333,0.6862745,0.9360502,0.1050788,0.9335124,0.6835079,0.6971902,0.6690277,0.6882578,0.7226737,0.9095337,0.9405342,0.7313343,0.9416429,0.9184638,0.6500857,0.06305419,0.7149788,0.08668877,0.730916,0.9172085,0.08965103,0.9280998,0.07264749,0.9284224,0.9109436,0.8895286,0.6713852,0.6668786,0.6978673,0.9274064,0.6585215,0.09874687,0.02526882,0.5644526,0.1229325,0.9292792,0.7017287,0.6812515
cg15034216,0.6445231,0.6577682,0.09466866,0.1073837,0.6460202,0.6764141,0.6505533,0.6898576,0.09061041,0.6601446,0.1026758,0.6503246,0.6656929,0.6314571,0.6663553,0.6377018,0.679674,0.6523857,0.6856658,0.6669719,0.6241237,0.647122,0.6551961,0.6467849,0.6867449,0.6723955,0.6698381,0.6454478,0.09825243,0.1177267,0.09147686,0.143688,0.1501824,0.6459346,0.6405478,0.1243243,0.08000814,0.6318232,0.6632972,0.6321414,0.6578401,0.6310516,0.6501969,0.652723,0.1132861,0.6938615,0.1456169,0.6557232,0.6358892,0.6478398,0.1238503,0.6666667,0.165272,0.6730188,0.6695238,0.1531176,0.6737571,0.6593761,0.1237824,0.6399833,0.151707,0.6353012,0.638211,0.5990907,0.6634811,0.6369955,0.6375607,0.120007,0.1225648,0.1038062,0.6650845,0.6693404,0.6670432,0.6667482,0.6233248,0.6467223,0.6602803,0.09671213,0.1241599
cg15041487,0.6588731,0.6661046,0.09296333,0.08555837,0.7109587,0.7456274,0.7129555,0.7526731,0.08873791,0.6875728,0.06060606,0.6972772,0.7090575,0.7134457,0.6633083,0.6341022,0.7252386,0.6927047,0.6961251,0.7289979,0.6710786,0.6575586,0.7434105,0.655214,0.6420607,0.715872,0.7296504,0.7039797,0.07825353,0.06283454,0.07961849,0.08307755,0.08768699,0.6841535,0.686809,0.0846843,0.06802721,0.7297315,0.6956329,0.6907276,0.6569247,0.6873523,0.6935673,0.7048755,0.0762565,0.7404998,0.08649441,0.6953828,0.6791705,0.6946746,0.08550011,0.6479938,0.07587253,0.691424,0.758149,0.09366197,0.7186115,0.7165202,0.07531675,0.7223297,0.07248975,0.7346448,0.7239895,0.7005306,0.704316,0.6805773,0.6885291,0.05586485,0.07750706,0.05557541,0.7408904,0.6683359,0.652527,0.7052042,0.6667388,0.7081872,0.6969987,0.09845763,0.09578107
cg15043492,0.5467476,0.6338717,0.1038937,0.1152692,0.6809063,0.6712456,0.6913301,0.6661835,0.08150808,0.6269258,0.0719598,0.6394546,0.6560284,0.6556879,0.6623259,0.6174269,0.6411137,0.6387324,0.6271445,0.6655012,0.6481904,0.6546633,0.6841363,0.6047105,0.6447952,0.6477609,0.6558076,0.6309035,0.06342328,0.08865096,0.08136727,0.06563221,0.1304531,0.6720718,0.6265882,0.08667324,0.1161124,0.6782544,0.6816347,0.6510105,0.6181722,0.6227348,0.6318244,0.6405797,0.08036307,0.7040731,0.1005557,0.6198925,0.6571135,0.6504695,0.0865344,0.7057599,0.1004026,0.678282,0.6924658,0.08011472,0.6747982,0.6647172,0.09016393,0.6898065,0.08698678,0.6682562,0.6948893,0.6465089,0.6652806,0.6207219,0.6276944,0.1159682,0.1109559,0.1040213,0.6909117,0.6011285,0.6103731,0.5953027,0.614494,0.6253189,0.6511075,0.1003027,0.08628438
cg15050093,0.6876019,0.7237732,0.07702927,0.09959487,0.7548924,0.7245786,0.7962273,0.778793,0.1139119,0.7082311,0.08307045,0.7198185,0.7218037,0.721619,0.7706774,0.7037132,0.7481779,0.6923273,0.7535011,0.7551877,0.7600921,0.7269397,0.7463684,0.7473189,0.6761426,0.7411361,0.7465861,0.744809,0.1021215,0.08461539,0.06358571,0.09380531,0.09402698,0.7440658,0.7480563,0.08415193,0.08322412,0.7729447,0.8078755,0.722935,0.6622386,0.729763,0.7396006,0.7428917,0.09743041,0.7323658,0.05182073,0.7217403,0.7247983,0.7550751,0.1136364,0.7864342,0.06169429,0.7608293,0.7838919,0.0605042,0.7751994,0.741365,0.07152635,0.7407651,0.1016771,0.7369977,0.7173193,0.7227205,0.7257618,0.6996438,0.7338414,0.07891566,0.07287998,0.08327325,0.777006,0.7096859,0.7087255,0.7135879,0.7168757,0.7109075,0.7235443,0.06904526,0.08878224
cg15066135,0.3094842,0.8503985,0.9216291,0.9294243,0.4302326,0.9388303,0.9207226,0.3967213,0.2186732,0.2827325,0.9355068,0.9150596,0.3919694,0.9322034,0.9094507,0.9245633,0.2287582,0.9339992,0.9384615,0.2453222,0.2553191,0.9425071,0.9206464,0.91125,0.3142202,0.06666667,0.9206504,0.3566308,0.8871317,0.9327374,0.2964706,0.2913907,0.9133086,0.913062,0.365897,0.9309363,0.9305556,0.3122924,0.3607595,0.3153846,0.3571429,0.9169704,0.8865382,0.913102,0.9264847,0.3885601,0.8773964,0.8987988,0.413442,0.3796909,0.2151589,0.9337064,0.3326039,0.9431527,0.3243802,0.9148546,0.2222222,0.9481539,0.9332723,0.3069544,0.2751479,0.9451232,0.3917275,0.9059287,0.9114773,0.8953338,0.4408233,0.3961424,0.928597,0.4631579,0.9474245,0.2542373,0.3014493,0.4043393,0.3585657,0.9176417,0.3384615,0.9283253,0.8772246
cg15074403,0.5637354,0.6619039,0.6542416,0.6833837,0.9219313,0.07884362,0.0949038,0.6899424,0.595926,0.05918654,0.6179054,0.6379134,0.9181029,0.08507371,0.6713811,0.06605851,0.9070331,0.07506866,0.6556943,0.08161512,0.6440428,0.07648183,0.6818943,0.06878788,0.6694215,0.06537314,0.6088554,0.9100957,0.05747724,0.6286439,0.6472268,0.07266746,0.08868694,0.6493085,0.707583,0.66517,0.9225181,0.0959596,0.712406,0.6354258,0.6189493,0.6605634,0.9117826,0.6626853,0.05709712,0.0896861,0.09105825,0.05852895,0.6654748,0.08883521,0.6670698,0.07380319,0.07603465,0.08614749,0.6940942,0.06149341,0.675114,0.6778806,0.6573184,0.6594427,0.06595672,0.06680512,0.09883527,0.6869242,0.617229,0.5957183,0.6290951,0.6648145,0.6509111,0.6816648,0.66372,0.06368876,0.8891651,0.03175874,0.6549284,0.08364689,0.07714631,0.6333013,0.6588235
cg15083522,0.5337735,0.8699575,0.8865418,0.5722621,0.5906489,0.903116,0.9091316,0.9084476,0.9069464,0.8994001,0.5347413,0.1225869,0.5726858,0.5441937,0.5724236,0.8900227,0.5695321,0.529869,0.8898261,0.5666294,0.8990846,0.5565665,0.9050879,0.1306884,0.5281279,0.5430961,0.1305878,0.888009,0.9021595,0.5789136,0.5539796,0.8897721,0.8953196,0.8958164,0.9059468,0.5961282,0.5877916,0.6087945,0.9281024,0.9040784,0.5340481,0.1462414,0.5577714,0.5526465,0.8997354,0.1774153,0.9116688,0.9045559,0.9020808,0.1444308,0.9109308,0.9172472,0.6065822,0.9275714,0.9219187,0.5677041,0.5571602,0.5771112,0.9103705,0.6117954,0.6013036,0.9080027,0.9046683,0.1880211,0.5437288,0.8856041,0.8886194,0.5316077,0.1766254,0.6178493,0.5959604,0.5334539,0.5472525,0.8986989,0.9067822,0.174571,0.9062887,0.568548,0.9182879
cg15094228,0.5379972,0.5188431,0.5890613,0.5716341,0.5928435,0.08246708,0.6102276,0.8437363,0.04848788,0.05693431,0.8041121,0.5880026,0.4900641,0.5824931,0.05033635,0.7942373,0.05813954,0.571722,0.5361258,0.05677495,0.04536377,0.8126079,0.7945275,0.5414374,0.5916258,0.03494701,0.7459483,0.5756752,0.7543884,0.5727197,0.5243229,0.5474082,0.06014831,0.07160194,0.05772862,0.8038529,0.5843737,0.5966352,0.6421952,0.0536829,0.5379352,0.8176606,0.5495948,0.5515409,0.8236313,0.6875379,0.05615234,0.4865764,0.7981017,0.04716096,0.03815905,0.8275492,0.8132349,0.5857089,0.6216518,0.5520629,0.5715451,0.5851449,0.5960189,0.5846105,0.6087098,0.5946911,0.7918367,0.6341794,0.5415987,0.5259226,0.08447858,0.7561165,0.5328323,0.5644915,0.03843217,0.5169604,0.03181258,0.5708807,0.07780471,0.06809943,0.5444334,0.8278247,0.7024423
cg15132216,0.6694669,0.6836011,0.08545746,0.08224997,0.7270772,0.7438365,0.7382879,0.759281,0.05322169,0.682991,0.05494972,0.7224368,0.733585,0.7296966,0.7248112,0.6927971,0.7315761,0.708372,0.7209126,0.7263984,0.7401565,0.7238469,0.7328261,0.7052812,0.7364775,0.7423863,0.6967042,0.715866,0.05568665,0.07475419,0.06928787,0.06605615,0.07383747,0.7038898,0.7105232,0.08390287,0.07489051,0.7483125,0.7576683,0.7072272,0.7409356,0.7285901,0.7235055,0.7065759,0.06848929,0.7514601,0.06330458,0.7178924,0.7235861,0.7492368,0.04942048,0.7531391,0.0687354,0.7633033,0.7611689,0.04099847,0.7358986,0.7256659,0.06061088,0.7407501,0.06548143,0.7177067,0.7586048,0.7188203,0.7101606,0.6833689,0.7311014,0.06888241,0.07984506,0.09506202,0.7582474,0.6991162,0.7073203,0.7010089,0.7057143,0.7460955,0.7208197,0.0619679,0.05595222
cg15132295,0.560071,0.5591307,0.8973024,0.6000411,0.573446,0.5740634,0.6420602,0.9144858,0.8955857,0.8435658,0.8800582,0.09154929,0.5806205,0.9114706,0.5196953,0.8672057,0.8280396,0.9010318,0.8653409,0.8943782,0.5747992,0.9237391,0.06923494,0.5548344,0.8958787,0.0721598,0.8813106,0.5819196,0.08177515,0.6078331,0.5488424,0.07711218,0.857788,0.8677107,0.8691914,0.8747579,0.8893503,0.5871371,0.9115504,0.5770482,0.5484458,0.07491098,0.8759787,0.5345501,0.9021029,0.6218801,0.561397,0.8397685,0.8845474,0.5884784,0.9029366,0.9183126,0.6140515,0.8915358,0.8995268,0.8772248,0.8896469,0.574753,0.07702837,0.5766454,0.6308123,0.6123558,0.598335,0.6254234,0.5866768,0.818141,0.8846102,0.8677263,0.8747319,0.1288916,0.6105539,0.8298233,0.8489266,0.5257413,0.9043087,0.5726606,0.5857473,0.8888976,0.8542471
cg15145296,0.6073809,0.5797434,0.5512979,0.5005535,0.6303318,0.1899199,0.247866,0.1567836,0.1164021,0.05351562,0.1514516,0.07018156,0.603632,0.5430186,0.113181,0.4666475,0.6291807,0.5877514,0.5129331,0.4912454,0.6114948,0.6523885,0.6291718,0.1377296,0.09194396,0.09934924,0.5872626,0.6183826,0.5231875,0.4320904,0.1010674,0.6361251,0.5853251,0.7445385,0.1632489,0.1433603,0.1209476,0.1314222,0.6832994,0.5702262,0.08840656,0.09042364,0.08345643,0.1626016,0.5814357,0.1343225,0.8781189,0.08889817,0.5791748,0.6858121,0.1333886,0.08796296,0.578908,0.7242239,0.09359417,0.08081746,0.6289121,0.1255656,0.5154706,0.1075099,0.5125918,0.1561365,0.1669086,0.5726244,0.170423,0.4928037,0.1060407,0.1717771,0.1647415,0.5968288,0.7790534,0.7437525,0.611805,0.1087216,0.6299948,0.6364577,0.128986,0.1958909,0.5387267
cg15165694,0.6147628,0.636181,0.03190394,0.03244366,0.5878116,0.6033778,0.6316093,0.6310964,0.03139513,0.6020243,0.03309464,0.5824634,0.6272689,0.6399541,0.6045389,0.5933846,0.6404291,0.5765879,0.6522901,0.6222453,0.6354512,0.5933928,0.6363283,0.6160941,0.6216303,0.6338654,0.636425,0.6344856,0.02469136,0.04304636,0.0294514,0.04201528,0.04263997,0.586479,0.5912691,0.0543907,0.05412794,0.586848,0.6529593,0.6455191,0.6522952,0.6364465,0.6107579,0.5849471,0.05005325,0.6406071,0.04203581,0.6238715,0.5835962,0.5663953,0.04343243,0.6180664,0.04036791,0.5909953,0.5956158,0.0356148,0.6271098,0.6526675,0.04418295,0.6452821,0.02451091,0.6027228,0.6116925,0.596784,0.6073531,0.5466823,0.6203111,0.04140182,0.04586073,0.04220606,0.6450078,0.5924784,0.6415245,0.6261348,0.6093598,0.6393952,0.6020429,0.0340597,0.04678572
