cpg,module,gene
cg16154810,grey,CERK
cg16163535,grey,SLC12A7
cg16164092,grey,HSPA1L
cg16164276,turquoise,SLC6A1
cg16166802,turquoise,CENPH
cg16167782,grey,TSHZ1
cg16168624,turquoise,ERICH1
cg16169373,turquoise,CSPP1
cg16172923,grey,MAD1L1
cg16173736,turquoise,RERG
cg16174301,turquoise,CSDE1
cg16174680,blue,NKX6-3
cg16178289,grey,
cg16179938,grey,NFATC1
cg16180217,turquoise,DCBLD2
cg16188349,grey,PTPRG
cg16190018,blue,GSR
cg16194588,grey,LMTK3
cg16196758,turquoise,SKA1
cg16199098,cyan,TXN2
cg16201418,grey,
cg16201963,turquoise,BDNFOS
cg16202187,turquoise,HAUS8
cg16202598,blue,NDUFB5
cg16202736,turquoise,C14orf119
cg16203711,blue,MYNN
cg16204370,turquoise,RANGAP1
cg16207673,turquoise,ASCL4
cg16209630,turquoise,ZNHIT2
cg16212114,turquoise,MAPRE3
cg16212881,grey,DHX16
cg16214492,blue,TMC8
cg16216148,turquoise,ELP2P
cg16221634,blue,KCNQ5
cg16221651,grey,ISPD
cg16222062,grey,
cg16222698,turquoise,REXO2
cg16229364,turquoise,DHX30
cg16236270,brown,MCM7
cg16237595,turquoise,RNF41
cg16237672,grey,
cg16238350,grey,ZIM3
cg16238819,grey,CASZ1
cg16240751,grey,
cg16242106,grey,UBE2Q2
cg16244220,turquoise,IER5
cg16247323,blue,HACL1
cg16248329,grey,FAT1
cg16250754,turquoise,CARD6
cg16252685,turquoise,C22orf32
cg16253809,turquoise,ARID5B
cg16254375,grey,
cg16257254,turquoise,ARL5A
cg16257375,grey,SARS
cg16260343,blue,TRAPPC4
cg16263661,grey,
cg16264079,turquoise,ZNF618
cg16269776,grey,
cg16271453,grey,XRN1
cg16271912,turquoise,RAD17
cg16272484,turquoise,RCC2
cg16272786,blue,GUK1
cg16273215,blue,EFNA1
cg16273546,grey,
cg16274205,grey,
cg16275960,turquoise,CPSF6
cg16276424,turquoise,NAV2
cg16276523,grey,PVRL4
cg16276982,grey,
cg16277405,grey,KLHL3
cg16277922,grey,ASAP1
cg16278512,blue,VWDE
cg16279940,turquoise,DZIP3
cg16280705,turquoise,TSLP
cg16282993,turquoise,HIST1H4E
cg16284459,turquoise,MTERF
cg16285380,turquoise,
cg16287042,grey,
cg16288318,grey,
cg16289751,grey,ZNF518A
cg16293631,turquoise,IKZF3
cg16293892,grey,
cg16294570,turquoise,FGF20
cg16298867,grey,
cg16300531,grey,KSR2
cg16301894,grey,
cg16302458,blue,SAPS3
cg16302650,blue,PPIL4
cg16303129,turquoise,
cg16303686,turquoise,DNAJC13
cg16306148,turquoise,YBX1
cg16306515,turquoise,MARS
cg16306898,blue,C1orf70
cg16307502,turquoise,BBS10
cg16308533,grey,CNTNAP1
cg16308672,grey,
cg16308694,turquoise,ARG2
cg16310579,brown,
cg16310717,turquoise,CCND2
cg16311536,grey,NEURL
cg16312002,grey,
cg16312870,grey,TRIT1
cg16314291,blue,SERINC2
cg16315238,turquoise,CNOT8
cg16315742,turquoise,FLJ90757
cg16315992,grey,DDX5
cg16316141,turquoise,ENKUR
cg16316162,grey,NAPRT1
cg16316472,grey,CCNI
cg16317730,turquoise,ABCF1
cg16320779,turquoise,ZFYVE1
cg16322655,turquoise,DNAJC24
cg16322792,grey,ZNF697
cg16325326,turquoise,ZYG11B
cg16328106,grey,C2orf74
cg16328540,turquoise,HSP90AA1
cg16329014,grey,HRNBP3
cg16329650,turquoise,ERBB4
cg16333262,grey,C14orf118
cg16333971,turquoise,UBL3
cg16338365,grey,
cg16339238,grey,THBD
cg16340422,grey,PLD6
cg16342597,grey,NLK
cg16345366,grey,
cg16345507,turquoise,RAGE
cg16347018,grey,ATP5E
cg16348242,turquoise,GHITM
cg16351881,turquoise,NDUFB10
cg16352276,turquoise,RRAS2
cg16354345,grey,
cg16357382,grey,
cg16358155,grey,MUC4
cg16358215,grey,SHANK2
cg16362014,grey,DTWD2
cg16362232,grey,ANO9
cg16362983,blue,
cg16367976,turquoise,TYMP
cg16370446,blue,LOC285550
cg16370685,turquoise,SETDB1
cg16370716,turquoise,USP21
cg16371341,blue,GPBP1
cg16371752,blue,ENSA
cg16373817,grey,PALLD
cg16374953,turquoise,USPL1
cg16379533,turquoise,
cg16379671,grey,
cg16381753,grey,
cg16382382,turquoise,TGFBR3
cg16385431,turquoise,ZNF828
cg16385941,brown,MAFK
cg16386425,grey,DIP2C
cg16387046,grey,MUCL1
cg16388791,turquoise,ADAT2
cg16389285,turquoise,ATP10A
cg16390139,turquoise,C6orf150
cg16393012,turquoise,ARHGDIB
cg16395712,turquoise,NDEL1
cg16395953,turquoise,IFIT1
cg16399136,grey,
cg16399182,grey,COQ3
cg16399312,turquoise,PPME1
cg16399632,grey,CTBP1
cg16400350,grey,
cg16400434,greenyellow,PPME1
cg16401346,turquoise,MEX3C
cg16406611,grey,IFITM5
cg16406658,turquoise,WASF2
cg16407139,grey,ATOH7
cg16411863,turquoise,TGFB3
cg16411979,turquoise,TTF2
cg16414030,grey,
cg16414945,turquoise,DUSP12
cg16417437,turquoise,TMEM126A
cg16417563,turquoise,GABARAPL1
cg16418163,red,ACPL2
cg16418810,grey,EVC
cg16419620,turquoise,HDAC7
cg16420636,turquoise,RALGAPA2
cg16423461,turquoise,XKR9
cg16423505,turquoise,GPC5
cg16423812,turquoise,SETMAR
cg16425060,turquoise,NAA16
cg16425577,blue,DENND3
cg16430572,grey,SAMHD1
cg16430955,grey,FAM177A1
cg16431720,grey,HLA-DQA1
cg16434002,turquoise,HDAC5
cg16435561,grey,RFX8
cg16435820,turquoise,WDR46
cg16436509,blue,COX6A1
cg16437009,turquoise,SLIT1
cg16438291,green,OVCA2
cg16438358,turquoise,TCERG1
cg16438432,turquoise,HNRNPD
cg16439118,grey,
cg16440058,grey,ASIP
cg16440561,grey,SPEG
cg16442226,turquoise,GAS2L1
cg16443455,turquoise,TTC18
cg16443926,grey,TMEM184A
cg16444198,turquoise,HLTF
cg16447680,turquoise,KIAA0748
cg16448126,blue,RILPL2
cg16448525,turquoise,FLJ42709
cg16448960,turquoise,SON
cg16449302,turquoise,PJA2
cg16449659,turquoise,TIGD4
cg16449687,grey,LOC441666
cg16449840,turquoise,COPZ1
cg16452361,turquoise,C15orf27
cg16452840,turquoise,OSBP
cg16453007,turquoise,TSPAN17
cg16453901,grey,
cg16459519,grey,SYT15
cg16460466,turquoise,ANP32A
cg16462006,grey,
cg16464373,grey,
cg16465768,turquoise,R3HDM1
cg16467235,blue,GRK4
cg16468079,turquoise,MFGE8
cg16468187,turquoise,C16orf5
cg16468843,grey,ATP2B2
cg16468949,yellow,CCDC12
cg16469099,grey,TRIM68
cg16469426,turquoise,TWISTNB
cg16472965,turquoise,SEMA4F
cg16473166,grey,SELO
cg16473610,pink,CBFB
cg16474170,grey,PTPRM
cg16474696,grey,MRI1
cg16475925,turquoise,SPG7
cg16476890,turquoise,RBM47
cg16478012,turquoise,FBXO31
cg16479341,turquoise,FBXO15
cg16479401,turquoise,COPS4
cg16480803,grey,AMPH
cg16483840,turquoise,PSMB8
cg16484943,grey,PLA2G16
cg16485682,blue,GATA6
cg16488304,red,SEMA6C
cg16489826,turquoise,TCP1
cg16491046,turquoise,ZNF496
cg16491185,grey,LOC100133469
cg16491233,grey,PTPN2
cg16491319,grey,MYOM2
cg16493531,turquoise,FLOT1
cg16496269,grey,
cg16496750,black,KIAA1033
cg16500101,turquoise,
cg16500454,turquoise,TAF5
cg16502865,grey,
cg16502980,turquoise,NEDD4L
cg16503683,turquoise,ZFP91
cg16506172,turquoise,L2HGDH
cg16506290,grey,STAU2
cg16506815,grey,
cg16510485,grey,EPB41L4A
cg16511229,grey,MEST
cg16512163,grey,RASA3
cg16513459,grey,KCNAB3
cg16513933,grey,ANKRD46
cg16514085,grey,HLA-DRB1
cg16516959,turquoise,
cg16517579,turquoise,CTCF
cg16518686,turquoise,FAM98A
cg16519192,grey,
cg16519495,grey,ENAH
cg16521978,grey,
cg16524570,grey,
cg16524733,grey,TAGLN
cg16524762,turquoise,RLF
cg16524830,turquoise,C1orf103
cg16528597,grey,PDE4DIP
cg16530177,grey,F13A1
cg16530595,grey,
cg16530959,grey,GDF6
cg16531585,cyan,MYLK
cg16534505,turquoise,CAMTA2
cg16534854,grey,NPM1
cg16536857,grey,KIAA0753
cg16540036,grey,TMCO6
cg16540238,grey,
cg16543009,turquoise,AVEN
cg16546016,turquoise,C4orf31
cg16550453,grey,TDRD1
cg16552884,grey,WWC2
cg16553272,grey,SLC44A4
cg16554933,turquoise,Magmas
cg16556892,turquoise,ZNF276
cg16557370,grey,
cg16558319,turquoise,NEDD1
cg16559708,turquoise,CAMTA1
cg16560861,turquoise,PPP1R3E
cg16561657,grey,
cg16562099,turquoise,NOL11
cg16563660,turquoise,CDK17
cg16565154,turquoise,TNFAIP8L2
cg16566165,turquoise,TGM2
cg16569937,grey,
cg16570129,grey,RUFY1
cg16571642,grey,PTPRN2
cg16572410,grey,LTBP1
cg16572876,grey,
cg16574285,turquoise,CREG2
cg16575379,turquoise,C14orf133
cg16575590,yellow,DEF8
cg16579555,turquoise,RNF135
cg16580982,grey,
cg16581738,brown,PRKAR1B
cg16582062,turquoise,MLST8
cg16582118,grey,
cg16582156,turquoise,GNAI3
cg16584342,turquoise,
cg16585827,turquoise,LRP2
cg16587158,turquoise,EIF2B2
cg16587443,turquoise,SMARCA5
cg16587623,turquoise,KIAA0494
cg16591159,grey,TGFB1I1
cg16592491,grey,
cg16593333,grey,
cg16599266,turquoise,C1orf93
cg16601515,turquoise,DNAL4
cg16602147,turquoise,GAB1
cg16602316,grey,
cg16603964,grey,REV3L
cg16605590,turquoise,MKI67IP
cg16605745,grey,RPAP3
cg16605982,turquoise,
cg16611967,grey,
cg16613143,blue,METT10D
cg16616957,grey,EYS
cg16619395,grey,GPR149
cg16621691,turquoise,PRR16
cg16624692,grey,SNX32
cg16625170,turquoise,ZCCHC10
cg16625916,brown,CTNNA2
cg16626067,grey,CMTM2
cg16626280,turquoise,ISOC1
cg16628372,grey,
cg16628484,turquoise,LOC153684
cg16633951,grey,LOC84856
cg16634372,grey,FNDC3B
cg16638571,grey,TPD52
cg16638945,grey,
cg16640450,grey,SASH1
cg16641411,turquoise,CREB1
cg16643261,grey,KATNAL2
cg16644764,turquoise,IGSF3
cg16645584,grey,JUN
cg16649755,blue,NCRNA00120
cg16650529,turquoise,
cg16650717,grey,NBL1
cg16653991,grey,FGFR2
cg16654152,grey,RARG
cg16655383,turquoise,INTS6
cg16658412,grey,MAD1L1
cg16658848,blue,RPS7
cg16658931,grey,SHANK1
cg16659480,turquoise,CYB5B
cg16659561,grey,SGMS1
cg16661813,turquoise,OMA1
cg16663674,turquoise,SNORD27
cg16665310,grey,
cg16667275,turquoise,API5
cg16667508,grey,MATN4
cg16671114,turquoise,C3orf58
cg16672562,grey,HIF3A
cg16674323,turquoise,HIGD1A
cg16675029,turquoise,AGPAT5
cg16677019,grey,WNT3
cg16678032,turquoise,EXOC3
cg16678153,grey,LPHN2
cg16678437,turquoise,EFCAB2
cg16679515,grey,DNM3
cg16680214,grey,KCNN3
cg16683981,grey,MGC26597
cg16684259,turquoise,SLFN5
cg16685860,blue,PLD2
cg16687447,turquoise,PTEN
cg16691888,turquoise,LRP2
cg16692732,turquoise,TSPAN5
cg16696730,blue,RSPH1
cg16698116,turquoise,OTUD7B
cg16698835,turquoise,CTSA
cg16699148,grey,TACSTD2
cg16699326,blue,HSPA1B
cg16700025,grey,CMIP
cg16700924,grey,
cg16701105,turquoise,DENND4A
cg16701893,grey,PBX1
cg16702083,grey,TNFRSF6B
cg16702449,turquoise,NUDT3
cg16702747,grey,IRF8
cg16704958,grey,DSCR3
cg16705073,turquoise,ST3GAL2
cg16706559,turquoise,CASP9
cg16706631,blue,HIST1H4E
cg16706751,blue,FLJ43663
cg16707215,grey,TUBGCP5
cg16708785,turquoise,ZNF540
cg16711517,turquoise,AMDHD2
cg16713262,turquoise,
cg16714096,grey,
cg16716449,grey,A2BP1
cg16717480,black,KIAA1429
cg16720578,grey,
cg16721977,turquoise,ABLIM1
cg16722058,turquoise,JOSD1
cg16723134,grey,DCAF11
cg16723445,turquoise,TGIF1
cg16724319,grey,MDH1B
cg16725191,grey,BRCA2
cg16726039,grey,
cg16726667,turquoise,SLC12A4
cg16727027,turquoise,C4orf14
cg16727243,grey,
cg16728516,grey,MRPL20
cg16729415,grey,GJD2
cg16731318,turquoise,
cg16732115,turquoise,PWP1
cg16732616,grey,DMRTA2
cg16732970,grey,CYB5D1
cg16733654,turquoise,PTPRS
cg16734433,grey,
cg16734947,turquoise,FAM91A1
cg16737422,turquoise,MT2A
cg16737517,grey,ZBTB46
cg16737567,turquoise,BTBD10
cg16738929,grey,
cg16739396,grey,ATG4C
cg16739503,brown,RASA3
cg16739845,turquoise,C14orf184
cg16741308,grey,PARVB
cg16743781,turquoise,RHOC
cg16744531,grey,B3GNT3
cg16744862,turquoise,MRPS34
cg16746026,grey,ZNF438
cg16747247,grey,PLXDC2
cg16750440,blue,C10orf79
cg16761754,grey,
cg16763089,grey,LOC149837
cg16763192,turquoise,CPPED1
cg16765600,grey,
cg16765873,turquoise,DOK4
cg16766889,blue,CACNA1G
cg16766914,grey,CUEDC1
cg16767297,turquoise,LUC7L
cg16769595,turquoise,MOBP
cg16770798,turquoise,PURB
cg16770933,turquoise,
cg16773067,grey,
cg16774604,turquoise,OXA1L
cg16779866,grey,ARMC4
cg16781264,grey,NMS
cg16782807,turquoise,SLC32A1
cg16784985,grey,PDE9A
cg16786640,grey,DOK7
cg16786756,grey,
cg16787025,blue,AP4E1
cg16787365,turquoise,
cg16788912,turquoise,
cg16791216,turquoise,CNOT7
cg16791601,grey,HELB
cg16792014,grey,SRGAP1
cg16793043,grey,SNRK
cg16793757,grey,ANK3
cg16794061,turquoise,HLA-DRA
cg16799897,blue,
cg16799998,turquoise,NME6
cg16801535,turquoise,SRGAP3
cg16801887,turquoise,
cg16802855,grey,LOC732275
cg16803088,blue,KSR2
cg16804899,turquoise,ZNF512
cg16808927,grey,WDR90
cg16813053,grey,CHN1
cg16813892,blue,MTF2
cg16814680,grey,
cg16818505,grey,FAM19A2
cg16818768,turquoise,PSMG1
cg16818909,turquoise,
cg16820615,grey,RASA3
cg16822173,turquoise,C17orf71
cg16823822,turquoise,SCAND1
cg16830966,turquoise,WDR4
cg16834823,grey,TNXB
cg16836250,grey,
cg16837441,grey,MATN4
cg16841014,grey,RPTOR
cg16842485,turquoise,C6orf47
cg16843689,grey,ARFIP1
cg16846653,turquoise,
cg16847696,grey,GPR37
cg16848054,turquoise,
cg16850897,grey,ZAN
cg16851127,grey,RNF19A
cg16851832,blue,LRTOMT
cg16851924,turquoise,CERKL
cg16852837,turquoise,MBD2
cg16855352,grey,
cg16857610,turquoise,CRLF1
cg16863795,turquoise,SLC38A10
cg16865965,grey,VAMP5
cg16870655,grey,
cg16874634,turquoise,C12orf45
cg16875032,grey,SNTB1
cg16875108,grey,RAD18
cg16876647,turquoise,ZFP36L2
cg16878088,turquoise,ALG5
cg16879452,grey,
cg16883063,grey,
cg16884400,grey,ATP5G3
cg16885113,lightgreen,
cg16887334,grey,OXT
cg16888106,grey,NUFIP2
cg16895170,turquoise,ZC3H10
cg16895254,grey,RBPJ
cg16895792,turquoise,PIK3CD
cg16896687,grey,
cg16897579,grey,RAD54L2
cg16898124,grey,ZXDC
cg16901082,turquoise,DPYSL2
cg16906346,grey,KIAA0319
cg16907075,turquoise,UBQLN4
cg16907298,turquoise,ESF1
cg16907919,grey,DHX16
cg16908156,turquoise,RERE
cg16908556,grey,BBS9
cg16910246,grey,TRIM2
cg16914674,brown,ANPEP
cg16915863,grey,LOC400043
cg16916165,grey,
cg16916522,turquoise,FEN1
cg16919449,grey,
cg16920123,turquoise,C8G
cg16920581,turquoise,PARP11
cg16922785,turquoise,RPL24
cg16924702,turquoise,EPB41L3
cg16925090,yellow,KIAA1377
cg16925210,turquoise,PECR
cg16925307,turquoise,KIAA1467
cg16926108,turquoise,KIAA0907
cg16926284,turquoise,AAGAB
cg16926389,turquoise,CCDC46
cg16928526,grey,
cg16938490,turquoise,MCF2L2
cg16939112,grey,ADIPOR2
cg16942681,turquoise,RIOK3
cg16943529,blue,EOMES
cg16944589,turquoise,RAB3GAP1
cg16944964,blue,
cg16945633,grey,
cg16946007,grey,REV1
cg16947138,grey,FLJ32810
cg16950088,grey,GAK
cg16953106,turquoise,DNMT3B
cg16956133,grey,
cg16958594,grey,VARS2
cg16959486,grey,MOBP
cg16960675,turquoise,FAM3D
cg16961092,turquoise,KIAA1737
cg16963062,turquoise,BRCA1
cg16967640,purple,LMX1A
cg16968115,blue,WDTC1
cg16969182,yellow,CCND1
cg16969274,grey,C3orf34
cg16970851,turquoise,ST8SIA1
cg16974308,grey,PAG1
cg16975002,grey,
cg16975614,grey,
cg16976047,turquoise,RNF185
cg16976599,grey,
cg16976910,grey,IRS2
cg16986315,grey,TAS1R2
cg16986851,turquoise,EXOC6B
cg16987804,turquoise,AHCTF1
cg16989378,turquoise,FBXO36
cg16989587,grey,LOC285593
cg16990532,turquoise,KIAA1274
cg16993249,turquoise,COMMD4
cg16993579,blue,UBE2T
cg16993684,turquoise,GNAS
cg16994880,grey,PCK1
cg16995420,turquoise,TAPBP
cg16997732,grey,BAZ1B
cg16997989,turquoise,ANKRD12
cg16998213,turquoise,METRN
cg16999099,turquoise,LHX4
cg17002518,grey,
cg17002851,grey,ATP8A2
cg17004897,grey,
cg17005595,turquoise,PAQR8
cg17006042,red,BAT3
cg17006779,blue,NUFIP2
cg17010941,grey,ZNF706
cg17011799,grey,HOMEZ
cg17012863,grey,LIPA
cg17013729,grey,EHMT2
cg17014095,grey,MAGI3
cg17017394,grey,
cg17023374,turquoise,C4orf32
cg17023395,grey,
cg17023776,turquoise,SOX5
cg17024828,grey,
cg17025484,turquoise,ZKSCAN5
cg17026456,turquoise,PXN
cg17026854,blue,MXI1
cg17027195,turquoise,AUTS2
cg17033499,turquoise,
cg17034331,grey,
cg17034988,turquoise,TMEM5
cg17035899,grey,MYL5
cg17036792,turquoise,C6orf52
cg17038216,grey,
cg17039262,turquoise,SETD4
cg17043823,grey,RSF1
cg17046044,blue,SLC19A2
cg17047865,turquoise,
cg17048804,yellow,MAN2A1
cg17049889,grey,GJA3
cg17050806,grey,GLIPR1L2
cg17051704,grey,FAM189A1
cg17052552,grey,ANK1
cg17052675,grey,
cg17054060,grey,
cg17059263,turquoise,MND1
cg17059502,grey,STAMBP
cg17061156,grey,
cg17066716,grey,ASPH
cg17068236,turquoise,MKNK2
cg17069743,turquoise,NR2F2
cg17072271,turquoise,GRB2
cg17074816,grey,CENPC1
cg17075937,grey,DFFA
cg17076635,grey,
cg17077171,grey,YY1AP1
cg17077401,grey,ETV6
cg17077639,turquoise,
cg17079378,turquoise,RAD54L
cg17080504,turquoise,ME3
cg17080709,purple,GNAI3
cg17081644,turquoise,BTBD11
cg17081778,turquoise,AMZ1
cg17082727,brown,
cg17083798,grey,
cg17085748,blue,MXD1
cg17086421,turquoise,PITRM1
cg17088247,turquoise,ZNF165
cg17089214,turquoise,YPEL1
cg17090968,grey,SLC38A1
cg17091998,turquoise,SHBG
cg17093362,turquoise,ATAD2
cg17093642,blue,DCAKD
cg17094171,grey,GRIN2B
cg17094985,grey,
cg17096289,grey,HLA-C
cg17096665,turquoise,TTC32
cg17097782,turquoise,OSR1
cg17097992,turquoise,HPCAL1
cg17099445,grey,ENGASE
cg17099656,grey,CERK
cg17100201,brown,YWHAG
cg17100207,turquoise,XPO7
cg17101494,grey,
cg17102411,turquoise,CDK17
cg17103126,grey,RASL11B
cg17104258,grey,DUSP27
cg17104900,yellow,RNF34
cg17105604,turquoise,ILF3
cg17105689,blue,NAP1L4
cg17108364,turquoise,MRPS35
cg17108996,grey,LOC282997
cg17111597,turquoise,CCNB2
cg17112089,grey,CTTNBP2
cg17112155,turquoise,HCK
cg17121412,grey,TUBGCP5
cg17122213,grey,MIB2
cg17123534,turquoise,HIST1H4E
cg17124278,blue,BAT4
cg17124583,grey,GATA3
cg17125623,turquoise,NFATC3
cg17127214,grey,
cg17129986,turquoise,
cg17130032,turquoise,GLI4
cg17130504,turquoise,LZTS2
cg17132421,grey,ARRDC4
cg17132465,grey,DSCC1
cg17135058,turquoise,THAP2
cg17136073,grey,
cg17137980,grey,GNB1L
cg17139369,grey,MARCH2
cg17140034,grey,TCF12
cg17142664,grey,IMMP2L
cg17142722,turquoise,
cg17143376,grey,PAOX
cg17143565,grey,SLFN5
cg17145559,grey,
cg17145587,blue,DNER
cg17146640,turquoise,CELSR1
cg17147121,grey,ZNF836
cg17152658,turquoise,EFR3A
cg17154187,blue,SMCR7
cg17154563,black,PSMC4
cg17154724,grey,DNM3
cg17154729,grey,UTP23
cg17155907,turquoise,TCHP
cg17156255,turquoise,PPM1G
cg17156276,grey,KDM4A
cg17156694,grey,
cg17158761,turquoise,
cg17159093,grey,SPATS2L
cg17159098,turquoise,TMEM136
cg17159837,turquoise,KDELR3
cg17162132,grey,C11orf83
cg17163168,grey,TP73
cg17165241,grey,PKP3
cg17165303,tan,AGRN
cg17166258,turquoise,GNL1
cg17166282,turquoise,TPP2
cg17166802,turquoise,GTPBP8
cg17167045,grey,
cg17167289,grey,HIGD1A
cg17168535,turquoise,XPO7
cg17168838,blue,LENG1
cg17170743,grey,PCGF3
cg17172308,grey,
cg17172851,turquoise,PAX7
cg17173639,grey,PARK2
cg17174230,turquoise,SSSCA1
cg17174775,turquoise,AASS
cg17174814,grey,
cg17175324,turquoise,FKBP2
cg17176228,blue,SHARPIN
cg17177219,turquoise,TDG
cg17177755,blue,
cg17178900,grey,PM20D1
cg17179862,grey,LOC404266
cg17179911,grey,ERICH1
cg17180012,grey,C10orf131
cg17180607,turquoise,HNRNPUL2
cg17184604,blue,TPI1
cg17185817,grey,GPR3
cg17186428,grey,SUV420H1
cg17187559,turquoise,ZNF248
cg17187762,grey,
cg17188169,grey,DDX43
cg17188180,green,MDC1
cg17190403,turquoise,C6orf211
cg17190703,turquoise,CIB2
cg17191933,turquoise,IPO5
cg17192115,blue,GAS7
cg17193369,turquoise,PDZD8
cg17193551,grey,FAM49B
cg17194240,turquoise,CEBPD
cg17198230,grey,
cg17200161,grey,KCNK5
cg17202948,grey,NAT9
cg17205803,turquoise,MIR636
cg17206034,blue,OXSR1
cg17207301,turquoise,PIK3R4
cg17210938,grey,TACSTD2
cg17211447,blue,APITD1
cg17212000,grey,FAM82A1
cg17212902,grey,
cg17212919,grey,BASP1
cg17213048,grey,ATAD2
cg17214237,turquoise,ZNF467
cg17214737,yellow,VCL
cg17215666,turquoise,SUMF2
cg17215843,grey,HERC3
cg17216414,turquoise,PAN2
cg17218435,turquoise,
cg17218495,blue,SMARCA4
cg17220042,turquoise,E2F1
cg17220055,grey,HIVEP3
cg17221813,grey,SLC17A9
cg17221980,blue,NUS1
cg17222941,turquoise,MAGI2
cg17224732,turquoise,ZZZ3
cg17225129,turquoise,B3GALT4
cg17225222,grey,C12orf68
cg17226324,grey,ATP11A
cg17226811,turquoise,
cg17228231,grey,MKRN1
cg17228286,turquoise,KIAA1949
cg17233127,grey,C10orf4
cg17234198,turquoise,C20orf199
cg17235179,turquoise,CNOT8
cg17236576,red,CCNB2
cg17237506,turquoise,ZPBP
cg17238970,grey,
cg17240499,turquoise,ANGEL2
cg17240725,grey,WBSCR26
cg17241550,blue,NDC80
cg17242351,grey,ACTC1
cg17242590,grey,LMBR1
cg17244466,turquoise,TIGD3
cg17245735,turquoise,NFIA
cg17247435,turquoise,PAN3
cg17248924,grey,TMEM232
cg17250082,grey,
cg17250302,grey,DCHS1
cg17250537,grey,
cg17255878,blue,PSMB6
cg17258335,grey,
cg17262328,grey,
cg17266581,grey,MBP
cg17269137,turquoise,SYDE2
cg17271471,turquoise,ZNF827
cg17273911,grey,
cg17276002,turquoise,ANXA7
cg17276794,brown,LPCAT1
cg17278115,turquoise,NEK1
cg17283383,turquoise,CCDC41
cg17283857,grey,FLJ41350
cg17284634,grey,
cg17287553,turquoise,
cg17289202,turquoise,ZNF532
cg17292337,grey,
cg17294865,grey,HLA-DPB1
cg17294928,turquoise,SCAMP5
cg17295878,grey,TBC1D16
cg17298925,grey,
cg17299615,turquoise,
cg17299830,turquoise,LSG1
cg17300868,turquoise,NFE2L2
cg17301379,grey,
cg17304878,turquoise,DCAF7
cg17306261,turquoise,C14orf50
cg17307348,turquoise,TMEM217
cg17315500,turquoise,
cg17316185,grey,C1QL1
cg17316564,grey,GOLGA2L1
cg17316718,grey,RPH3AL
cg17318943,grey,UBE2O
cg17319142,grey,C1QL2
cg17322044,grey,
cg17326769,grey,HCK
cg17328171,turquoise,PDE4D
cg17328665,grey,PER3
cg17329110,grey,SHANK2
cg17329518,cyan,WDR4
cg17330251,grey,PON1
cg17334536,grey,NXN
cg17334937,grey,
cg17335114,grey,MTDH
cg17336400,turquoise,MNAT1
cg17339073,grey,
cg17339505,turquoise,RET
cg17340655,blue,DDHD2
cg17342469,brown,
cg17342834,grey,HRAS
cg17342916,grey,
cg17343201,grey,COIL
cg17345859,grey,ZNF12
cg17345994,grey,CTNND1
cg17347471,grey,MOCS2
cg17349753,turquoise,RTN4RL2
cg17350441,grey,
cg17352995,blue,SH3TC1
cg17353431,turquoise,FLJ39582
cg17356280,turquoise,TEX9
cg17359064,turquoise,SERF2
cg17360140,blue,C4orf29
cg17364114,grey,SLC22A3
cg17366294,grey,C4orf37
cg17369088,grey,MIR423
cg17372657,grey,
cg17374002,turquoise,UVRAG
cg17375248,turquoise,
cg17379209,turquoise,BID
cg17380693,grey,IGF2BP3
cg17380795,grey,
cg17381565,turquoise,CTSF
cg17383334,grey,GABRR3
cg17384124,grey,ANKRD44
cg17384898,turquoise,KIAA0226
cg17386466,blue,CD8A
cg17388683,turquoise,MIR548G
cg17389218,turquoise,ACVR1B
cg17390350,grey,GLI3
cg17394176,turquoise,
cg17395555,grey,
cg17396620,turquoise,KIAA1712
cg17397028,turquoise,FAM190A
cg17397364,grey,LOC100132215
cg17398233,turquoise,CXCR4
cg17399234,turquoise,WDR36
cg17400829,grey,
cg17403731,grey,HCN2
cg17404915,grey,OVOL2
cg17406023,grey,ZNF536
cg17407324,grey,ZNF615
cg17409276,turquoise,NDUFAF2
cg17411546,grey,SYNPO2L
cg17412258,turquoise,DLK1
cg17414580,turquoise,KPNA4
cg17416271,turquoise,YWHAE
cg17416644,grey,BRSK2
cg17418304,blue,MTR
cg17420659,turquoise,ATM
cg17420885,grey,LOC339524
cg17421046,grey,HLA-DQA1
cg17422926,turquoise,SKI
cg17427491,grey,
cg17428043,blue,LHX4
cg17429382,turquoise,MATK
cg17429870,grey,BRSK2
cg17431280,grey,GRLF1
cg17431860,turquoise,H2AFX
cg17432267,turquoise,
cg17434634,grey,
cg17436327,blue,PSMB1
cg17437088,grey,FLJ43663
cg17439023,blue,SFRS8
cg17441280,turquoise,MED20
cg17441724,grey,C20orf96
cg17442483,grey,EPHX1
cg17444697,grey,TMEM132D
cg17444781,yellow,LOC92659
cg17444972,grey,RSF1
cg17445007,yellow,AK5
cg17445212,grey,PAX8
cg17446339,grey,HTATIP2
cg17451432,grey,
cg17453780,turquoise,
cg17454263,turquoise,
cg17454509,grey,
cg17457156,turquoise,TGDS
cg17457528,turquoise,DMXL1
cg17457986,turquoise,HOXB13
cg17459215,grey,
cg17459893,grey,SNHG12
cg17460449,brown,TAF4
cg17461599,turquoise,PLEKHB2
cg17461670,grey,ABCA8
cg17462203,grey,RPIA
cg17462218,yellow,PRELP
cg17462394,turquoise,KPNA6
cg17462478,blue,SYF2
